Transaction,Entry,Exit,Revenue,Gross Revenue,Rate,Type
110344,2019-04-13T14:30:00,2019-04-13T22:30:00,16,18,Weekend,Reserved
110345,2019-04-13T14:30:00,2019-04-13T22:30:00,11,13,Weekend,Reserved
110346,2019-04-13T14:54:00,2019-04-14T18:47:51,0,76,Daily,Walk In
110347,2019-04-13T15:00:00,2019-04-13T23:00:00,16,18,Evening,Reserved
110348,2019-04-13T15:00:00,2019-04-13T23:00:00,13,15,Evening,Reserved
110349,2019-04-13T15:00:00,2019-04-13T18:00:00,12,14,Weekend,Reserved
110350,2019-04-13T15:00:00,2019-04-13T23:00:00,13,15,Evening,Reserved
110351,2019-04-13T15:00:00,2019-04-13T23:00:00,13,15,Evening,Reserved
110352,2019-04-13T15:02:00,2019-04-13T16:14:11,22,22,Daily,Walk In
110353,2019-04-13T15:27:00,2019-04-13T19:26:12,38,38,Daily,Walk In
110354,2019-04-13T15:27:00,2019-04-13T19:25:02,38,38,Daily,Walk In
110355,2019-04-13T15:30:00,2019-04-13T23:30:00,13,15,Evening,Reserved
110356,2019-04-13T15:51:00,2019-04-13T16:18:26,0,12,Daily,Walk In
110357,2019-04-13T15:55:00,2019-04-13T17:38:41,22,22,Daily,Walk In
110358,2019-04-13T16:00:00,2019-04-13T19:00:00,10,12,Weekend,Reserved
110359,2019-04-13T16:11:00,2019-04-14T10:00:56,0,38,Daily,Walk In
110360,2019-04-13T16:25:00,2019-04-13T19:03:52,38,38,Daily,Walk In
110361,2019-04-13T16:30:00,2019-04-14T00:30:00,13,15,Evening,Reserved
110362,2019-04-13T16:30:00,2019-04-14T16:30:00,20,22,Weekend,Reserved
110363,2019-04-13T16:30:00,2019-04-14T16:30:00,20,22,Daily,Reserved
110364,2019-04-13T16:30:00,2019-04-14T00:30:00,13,15,Evening,Reserved
110365,2019-04-13T16:30:04,2019-04-13T22:30:20,16,16,Weekend,Reserved
110366,2019-04-13T16:35:00,2019-04-13T18:49:46,38,38,Daily,Walk In
110367,2019-04-13T16:37:00,2019-04-13T22:28:46,0,38,Daily,Walk In
110368,2019-04-13T17:00:00,2019-04-14T17:00:00,20,22,Daily,Reserved
110369,2019-04-13T17:00:00,2019-04-14T07:00:00,13,15,Evening,Reserved
110370,2019-04-13T17:00:00,2019-04-14T07:00:00,13,15,Evening,Reserved
110371,2019-04-13T17:03:00,2019-04-15T18:27:46,0,86,Daily,Walk In
110372,2019-04-13T17:16:00,2019-04-13T19:37:11,10,10,Daily,Walk In
110373,2019-04-13T17:30:00,2019-04-14T01:30:00,11,13,Weekend,Reserved
110374,2019-04-13T17:31:00,2019-04-13T19:32:32,0,10,Daily,Walk In
110375,2019-04-13T17:40:00,2019-04-14T08:21:52,0,22,Daily,Walk In
110376,2019-04-13T17:52:00,2019-04-15T15:12:16,76,76,Daily,Walk In
110377,2019-04-13T17:55:00,2019-04-13T19:54:11,0,10,Daily,Walk In
110378,2019-04-13T17:57:00,2019-04-13T19:27:06,0,10,Daily,Walk In
110379,2019-04-13T18:00:00,2019-04-13T21:00:00,12,14,Weekend,Reserved
110380,2019-04-13T18:00:00,2019-04-14T02:00:00,13,15,Evening,Reserved
110381,2019-04-13T18:05:00,2019-04-13T23:03:16,10,10,Daily,Walk In
110382,2019-04-13T18:30:00,2019-04-14T02:30:00,11,13,Weekend,Reserved
110383,2019-04-13T18:30:00,2019-04-13T21:30:00,12,14,Weekend,Reserved
110384,2019-04-13T18:30:00,2019-04-14T02:30:00,11,13,Weekend,Reserved
110385,2019-04-13T18:30:00,2019-04-14T02:30:00,13,15,Evening,Reserved
110386,2019-04-13T18:30:00,2019-04-13T21:30:00,12,14,Weekend,Reserved
110387,2019-04-13T18:49:00,2019-04-13T22:10:16,10,10,Daily,Walk In
110388,2019-04-13T18:54:00,2019-04-13T20:55:01,0,10,Daily,Walk In
110389,2019-04-13T18:59:00,2019-04-13T20:20:26,0,10,Daily,Walk In
110390,2019-04-13T19:00:00,2019-04-13T22:00:00,12,14,Weekend,Reserved
110391,2019-04-13T19:19:00,2019-04-13T19:28:41,10,10,Daily,Walk In
110392,2019-04-13T19:31:00,2019-04-13T22:02:42,10,10,Daily,Walk In
110393,2019-04-13T19:39:00,2019-04-13T21:38:06,0,10,Daily,Walk In
110394,2019-04-13T19:39:00,2019-04-13T21:30:42,0,10,Daily,Walk In
110395,2019-04-13T20:03:00,2019-04-13T22:07:46,0,10,Daily,Walk In
110396,2019-04-13T20:32:00,2019-04-14T10:56:11,0,38,Daily,Walk In
110397,2019-04-13T20:49:00,2019-04-14T11:01:46,0,38,Daily,Walk In
110398,2019-04-13T21:00:00,2019-04-14T03:00:00,11,11,Weekend,Reserved
110399,2019-04-13T21:00:00,2019-04-14T05:00:00,16,18,Evening,Reserved
110400,2019-04-13T21:17:00,2019-04-13T22:27:52,0,10,Daily,Walk In
110401,2019-04-13T21:30:00,2019-04-14T00:30:00,12,14,Weekend,Reserved
110402,2019-04-13T21:43:00,2019-04-14T01:53:32,10,10,Daily,Walk In
110403,2019-04-13T23:00:00,2019-04-14T02:00:00,12,14,Weekend,Reserved
110404,2019-04-13T23:00:00,2019-04-14T23:00:00,20,22,Weekend,Reserved
110405,2019-04-13T23:39:00,2019-04-14T01:43:56,10,10,Daily,Walk In
110406,2019-04-13T23:41:00,2019-04-14T22:25:46,38,38,Daily,Walk In
110407,2019-04-14T00:00:00,2019-04-15T00:00:00,20,22,Weekend,Reserved
110408,2019-04-14T06:30:00,2019-04-14T14:30:00,16,18,Weekend,Reserved
110409,2019-04-14T08:16:00,2019-04-14T09:59:16,0,22,Daily,Walk In
110410,2019-04-14T08:45:00,2019-04-14T09:25:51,0,12,Daily,Walk In
110411,2019-04-14T09:00:00,2019-04-14T17:00:00,16,18,Weekend,Reserved
110412,2019-04-14T09:00:00,2019-04-14T17:00:00,16,18,Weekend,Reserved
110413,2019-04-14T09:00:00,2019-04-14T17:00:00,11,13,Weekend,Reserved
110414,2019-04-14T09:05:00,2019-04-14T09:51:12,0,12,Daily,Walk In
110415,2019-04-14T09:07:00,2019-04-14T10:32:01,22,22,Daily,Walk In
110416,2019-04-14T09:17:00,2019-04-14T10:40:11,0,22,Daily,Walk In
110417,2019-04-14T09:30:00,2019-04-14T17:30:00,16,18,Weekend,Reserved
110418,2019-04-14T09:30:00,2019-04-14T17:30:00,11,13,Weekend,Reserved
110419,2019-04-14T09:39:00,2019-04-15T08:20:52,0,38,Daily,Walk In
110420,2019-04-14T09:58:00,2019-04-14T16:48:01,0,38,Daily,Walk In
110421,2019-04-14T10:00:00,2019-04-14T18:00:00,16,18,Weekend,Reserved
110422,2019-04-14T10:00:00,2019-04-14T13:00:00,12,14,Weekend,Reserved
110423,2019-04-14T10:00:00,2019-04-14T18:00:00,11,13,Weekend,Reserved
110424,2019-04-14T10:00:00,2019-04-15T10:00:00,20,22,Daily,Reserved
110425,2019-04-14T10:26:00,2019-04-14T11:13:52,0,12,Daily,Walk In
110426,2019-04-14T10:30:00,2019-04-14T18:30:00,11,13,Weekend,Reserved
110427,2019-04-14T10:35:00,2019-04-14T15:48:16,0,38,Daily,Walk In
110428,2019-04-14T10:44:00,2019-04-14T11:42:36,0,12,Daily,Walk In
110429,2019-04-14T10:46:00,2019-04-14T12:31:02,22,22,Daily,Walk In
110430,2019-04-14T10:48:00,2019-04-14T11:02:36,12,12,Daily,Walk In
110431,2019-04-14T11:04:00,2019-04-14T15:45:16,0,38,Daily,Walk In
110432,2019-04-14T11:30:00,2019-04-14T19:30:00,16,18,Weekend,Reserved
110433,2019-04-14T12:00:00,2019-04-14T20:00:00,11,13,Weekend,Reserved
110434,2019-04-14T12:00:00,2019-04-15T00:00:00,16,18,Weekend,Reserved
110435,2019-04-14T12:00:00,2019-04-14T15:00:00,10,12,Weekend,Reserved
110436,2019-04-14T12:08:00,2019-04-14T18:28:01,38,38,Daily,Walk In
110437,2019-04-14T12:10:00,2019-04-14T13:30:06,22,22,Daily,Walk In
110438,2019-04-14T12:21:00,2019-04-14T14:32:12,38,38,Daily,Walk In
110439,2019-04-14T12:23:00,2019-04-14T13:50:52,0,22,Daily,Walk In
110440,2019-04-14T12:30:00,2019-04-14T20:30:00,16,18,Weekend,Reserved
110441,2019-04-14T13:00:00,2019-04-14T21:00:00,11,13,Weekend,Reserved
110442,2019-04-14T13:00:00,2019-04-14T16:00:00,12,14,Weekend,Reserved
110443,2019-04-14T13:00:00,2019-04-14T16:00:00,12,14,Weekend,Reserved
110444,2019-04-14T13:00:00,2019-04-14T16:00:00,12,14,Weekend,Reserved
110445,2019-04-14T13:17:00,2019-04-14T16:37:46,38,38,Daily,Walk In
110446,2019-04-14T13:20:00,2019-04-23T17:09:21,0,380,Daily,Walk In
110447,2019-04-14T13:30:00,2019-04-14T21:30:00,11,13,Weekend,Reserved
110448,2019-04-14T13:34:00,2019-04-14T16:56:42,38,38,Daily,Walk In
110449,2019-04-14T13:42:00,2019-04-14T16:20:31,38,38,Daily,Walk In
110450,2019-04-14T13:47:00,2019-04-15T14:54:36,60,60,Daily,Walk In
110451,2019-04-14T14:00:00,2019-04-14T22:00:00,11,13,Weekend,Reserved
110452,2019-04-14T14:20:00,2019-04-14T18:00:31,0,38,Daily,Walk In
110453,2019-04-14T14:21:00,2019-04-14T15:55:22,22,22,Daily,Walk In
110454,2019-04-14T15:46:00,2019-04-14T18:45:32,0,38,Daily,Walk In
110455,2019-04-14T15:47:00,2019-04-14T16:56:06,0,22,Daily,Walk In
110456,2019-04-14T15:56:00,2019-04-15T10:09:32,0,38,Daily,Walk In
110457,2019-04-14T16:05:00,2019-04-14T16:56:21,0,12,Daily,Walk In
110458,2019-04-14T16:06:00,2019-04-14T17:57:46,0,22,Daily,Walk In
110459,2019-04-14T16:23:00,2019-04-15T10:54:41,0,38,Daily,Walk In
110460,2019-04-14T16:24:00,2019-04-15T13:07:22,0,38,Daily,Walk In
110461,2019-04-14T16:25:00,2019-04-16T11:59:22,0,76,Daily,Walk In
110462,2019-04-14T16:44:00,2019-04-14T20:21:01,10,38,Show Rate,Walk In
110463,2019-04-14T16:59:00,2019-04-15T00:47:11,38,38,Daily,Walk In
110464,2019-04-14T17:32:00,2019-04-14T21:45:42,0,10,Daily,Walk In
110465,2019-04-14T18:00:00,2019-04-15T02:00:00,16,18,Evening,Reserved
110466,2019-04-14T18:17:00,2019-04-16T06:40:56,48,48,Daily,Walk In
110467,2019-04-14T18:39:00,2019-04-25T11:34:31,0,418,Daily,Walk In
110468,2019-04-14T19:00:00,2019-04-15T03:00:00,16,18,Evening,Reserved
110469,2019-04-14T19:00:00,2019-04-14T23:30:00,16,16,Weekend,Reserved
110470,2019-04-14T19:00:00,2019-04-15T03:00:00,16,18,Evening,Reserved
110471,2019-04-14T20:30:00,2019-04-14T23:30:00,12,14,Weekend,Reserved
110472,2019-04-14T22:58:00,2019-04-14T23:34:12,10,10,Daily,Walk In
110473,2019-04-15T03:56:00,2019-04-15T18:32:02,38,38,Daily,Walk In
110474,2019-04-15T05:00:00,2019-04-15T08:00:00,10,12,Weekday,Reserved
110475,2019-04-15T05:36:00,2019-04-15T19:29:26,38,38,Daily,Walk In
110476,2019-04-15T05:43:00,2019-04-15T17:06:11,38,38,Daily,Walk In
110477,2019-04-15T05:48:00,2019-04-15T12:20:51,38,38,Daily,Walk In
110478,2019-04-15T05:53:00,2019-04-15T17:51:36,0,38,Daily,Walk In
110479,2019-04-15T05:54:00,2019-04-15T18:04:26,38,38,Daily,Walk In
110480,2019-04-15T06:08:00,2019-04-15T17:42:32,21,38,Underground Rate,Walk In
110481,2019-04-15T06:09:00,2019-04-15T20:41:42,0,38,Daily,Walk In
110482,2019-04-15T06:09:00,2019-04-15T15:21:31,38,38,Daily,Walk In
110483,2019-04-15T06:11:00,2019-04-15T19:30:56,0,38,Daily,Walk In
110484,2019-04-15T06:20:00,2019-04-15T15:07:11,38,38,Daily,Walk In
110485,2019-04-15T06:27:00,2019-04-15T16:54:26,38,38,Daily,Walk In
110486,2019-04-15T06:29:00,2019-04-15T11:07:01,0,38,Daily,Walk In
110487,2019-04-15T06:30:00,2019-04-15T15:12:56,38,38,Daily,Walk In
110488,2019-04-15T06:41:00,2019-04-15T17:38:51,38,38,Daily,Walk In
110489,2019-04-15T06:42:00,2019-04-15T17:43:21,38,38,Daily,Walk In
110490,2019-04-15T06:44:00,2019-04-15T18:15:26,38,38,Daily,Walk In
110491,2019-04-15T07:00:00,2019-04-15T16:56:22,38,38,Daily,Walk In
110492,2019-04-15T07:20:00,2019-04-15T18:03:36,38,38,Daily,Walk In
110493,2019-04-15T07:30:00,2019-04-16T07:30:00,20,22,Daily,Reserved
110494,2019-04-15T07:30:00,2019-04-15T10:30:00,10,12,Weekday,Reserved
110495,2019-04-15T07:41:00,2019-04-15T17:42:42,0,38,Daily,Walk In
110496,2019-04-15T07:47:00,2019-04-15T16:09:56,21,38,Underground Rate,Walk In
110497,2019-04-15T07:47:00,2019-04-15T18:31:26,21,38,Underground Rate,Walk In
110498,2019-04-15T08:00:00,2019-04-16T08:00:00,20,22,Weekday,Reserved
110499,2019-04-15T08:14:00,2019-04-15T13:14:46,0,38,Daily,Walk In
110500,2019-04-15T08:15:00,2019-04-15T17:23:31,38,38,Daily,Walk In
110501,2019-04-15T09:00:00,2019-04-16T09:00:00,20,22,Daily,Reserved
110502,2019-04-15T09:30:00,2019-04-16T09:30:00,20,22,Weekday,Reserved
110503,2019-04-15T09:30:00,2019-04-16T09:30:00,20,22,Daily,Reserved
110504,2019-04-15T09:35:00,2019-04-15T15:21:02,38,38,Daily,Walk In
110505,2019-04-15T10:00:00,2019-04-15T20:00:00,20,20,Multi-Day,Reserved
110506,2019-04-15T10:00:00,2019-04-15T13:00:00,10,12,Weekday,Reserved
110507,2019-04-15T10:00:00,2019-04-15T18:00:00,14,16,Weekday,Reserved
110508,2019-04-15T10:00:00,2019-04-16T10:00:00,20,22,Daily,Reserved
110509,2019-04-15T10:25:00,2019-04-15T17:37:06,38,38,Daily,Walk In
110510,2019-04-15T10:30:00,2019-04-15T13:30:00,12,14,Weekday,Reserved
110511,2019-04-15T10:30:00,2019-04-16T10:30:00,20,22,Weekday,Reserved
110512,2019-04-15T10:30:00,2019-04-15T13:30:00,10,12,Weekday,Reserved
110513,2019-04-15T10:46:00,2019-04-15T19:22:26,38,38,Daily,Walk In
110514,2019-04-15T11:00:00,2019-04-15T19:00:00,14,14,Weekday,Reserved
110515,2019-04-15T11:00:00,2019-04-16T11:00:00,20,22,Weekday,Reserved
110516,2019-04-15T11:00:00,2019-04-15T19:00:00,13,15,Weekday,Reserved
110517,2019-04-15T11:00:00,2019-04-15T14:00:00,10,12,Weekday,Reserved
110518,2019-04-15T11:00:00,2019-04-15T19:00:00,14,16,Weekday,Reserved
110519,2019-04-15T11:15:00,2019-04-15T16:30:00,14,14,Weekday,Reserved
110520,2019-04-15T11:21:00,2019-04-15T11:33:26,12,12,Daily,Walk In
110521,2019-04-15T11:30:00,2019-04-15T14:30:00,10,12,Weekday,Reserved
110522,2019-04-15T11:30:00,2019-04-15T23:30:00,18,20,Weekday,Reserved
110523,2019-04-15T11:35:00,2019-04-15T12:11:12,0,12,Daily,Walk In
110524,2019-04-15T12:00:00,2019-04-15T20:00:00,13,15,Weekday,Reserved
110525,2019-04-15T12:00:00,2019-04-15T20:00:00,14,16,Weekday,Reserved
110526,2019-04-15T12:00:00,2019-04-15T20:00:00,13,15,Weekday,Reserved
110527,2019-04-15T12:00:00,2019-04-15T20:00:00,14,16,Weekday,Reserved
110528,2019-04-15T12:57:00,2019-04-15T18:24:12,38,38,Daily,Walk In
110529,2019-04-15T13:00:00,2019-04-15T21:00:00,13,15,Weekday,Reserved
110530,2019-04-15T13:00:00,2019-04-15T16:00:00,12,14,Weekday,Reserved
110531,2019-04-15T13:00:00,2019-04-15T21:00:00,14,16,Weekday,Reserved
110532,2019-04-15T13:27:00,2019-04-15T14:31:26,0,22,Daily,Walk In
110533,2019-04-15T13:30:00,2019-04-15T16:30:00,10,12,Weekday,Reserved
110534,2019-04-15T13:32:00,2019-04-15T14:44:12,0,22,Daily,Walk In
110535,2019-04-15T14:13:00,2019-04-15T14:34:56,12,12,Daily,Walk In
110536,2019-04-15T14:55:00,2019-04-15T17:03:02,38,38,Daily,Walk In
110537,2019-04-15T14:56:00,2019-04-15T20:49:36,0,38,Daily,Walk In
110538,2019-04-15T15:00:00,2019-04-16T15:00:00,20,22,Daily,Reserved
110539,2019-04-15T15:00:00,2019-04-15T18:00:00,10,12,Weekday,Reserved
110540,2019-04-15T15:30:00,2019-04-15T18:30:00,10,12,Weekday,Reserved
110541,2019-04-15T15:30:00,2019-04-15T18:30:00,10,12,Weekday,Reserved
110542,2019-04-15T15:30:00,2019-04-15T18:30:00,10,12,Weekday,Reserved
110543,2019-04-15T15:39:00,2019-04-15T20:50:06,0,38,Daily,Walk In
110544,2019-04-15T16:10:00,2019-04-16T09:19:22,0,38,Daily,Walk In
110545,2019-04-15T16:16:00,2019-04-15T19:55:31,0,38,Daily,Walk In
110546,2019-04-15T16:30:00,2019-04-16T08:00:00,14,16,Evening,Reserved
110547,2019-04-15T16:44:00,2019-04-16T09:50:42,0,38,Daily,Walk In
110548,2019-04-15T16:59:00,2019-04-16T10:17:31,0,38,Daily,Walk In
110549,2019-04-15T17:00:00,2019-04-16T01:00:00,10.5,12.5,Evening,Reserved
110550,2019-04-15T17:00:00,2019-04-15T20:00:00,10,12,Weekday,Reserved
110551,2019-04-15T17:15:00,2019-04-15T20:50:41,0,10,Daily,Walk In
110552,2019-04-15T17:43:00,2019-04-16T08:45:56,0,22,Daily,Walk In
110553,2019-04-15T19:00:00,2019-04-15T22:00:00,10,12,Weekday,Reserved
110554,2019-04-15T19:00:00,2019-04-16T19:00:00,20,22,Weekday,Reserved
110555,2019-04-15T19:00:00,2019-04-15T22:00:00,10,12,Weekday,Reserved
110556,2019-04-15T19:41:00,2019-04-19T09:27:16,0,146,Daily,Walk In
110557,2019-04-15T22:46:00,2019-04-16T11:04:32,38,38,Daily,Walk In
110558,2019-04-16T04:13:00,2019-04-16T04:40:41,10,10,Daily,Walk In
110559,2019-04-16T05:30:00,2019-04-17T05:30:00,20,22,Weekday,Reserved
110560,2019-04-16T05:30:00,2019-04-16T08:30:00,10,12,Weekday,Reserved
110561,2019-04-16T05:57:00,2019-04-16T09:39:21,0,38,Daily,Walk In
110562,2019-04-16T07:00:00,2019-04-17T07:00:00,20,22,Daily,Reserved
110563,2019-04-16T07:00:00,2019-04-17T07:00:00,20,22,Weekday,Reserved
110564,2019-04-16T07:09:00,2019-04-16T09:35:31,0,38,Daily,Walk In
110565,2019-04-16T07:37:00,2019-04-16T17:45:12,21,38,Underground Rate,Walk In
110566,2019-04-16T08:02:00,2019-04-16T08:32:32,0,12,Daily,Walk In
110567,2019-04-16T08:30:00,2019-04-16T16:30:00,14,14,Weekday,Reserved
110568,2019-04-16T08:30:00,2019-04-16T16:30:00,14,14,Weekday,Reserved
110569,2019-04-16T08:33:00,2019-04-16T14:19:46,38,38,Daily,Walk In
110570,2019-04-16T08:36:00,2019-04-18T07:15:56,76,76,Daily,Walk In
110571,2019-04-16T08:38:00,2019-04-16T09:30:22,0,12,Daily,Walk In
110572,2019-04-16T09:00:00,2019-04-16T12:00:00,10,12,Weekday,Reserved
110573,2019-04-16T09:00:00,2019-04-16T17:45:22,21,38,Underground Rate,Walk In
110574,2019-04-16T09:02:00,2019-04-16T18:32:41,21,38,Underground Rate,Walk In
110575,2019-04-16T09:49:00,2019-04-16T18:25:01,38,38,Daily,Walk In
110576,2019-04-16T09:53:00,2019-04-16T17:48:41,21,38,Underground Rate,Walk In
110577,2019-04-16T09:54:00,2019-04-16T22:34:46,21,38,Underground Rate,Walk In
110578,2019-04-16T09:56:00,2019-04-16T17:47:46,38,38,Daily,Walk In
110579,2019-04-16T10:00:00,2019-04-16T13:00:00,10,12,Weekday,Reserved
110580,2019-04-16T10:00:00,2019-04-16T13:00:00,10,12,Weekday,Reserved
110581,2019-04-16T10:00:00,2019-04-17T10:00:00,20,22,Weekday,Reserved
110582,2019-04-16T10:00:00,2019-04-16T13:00:00,10,12,Weekday,Reserved
110583,2019-04-16T10:00:00,2019-04-17T10:00:00,20,22,Daily,Reserved
110584,2019-04-16T10:00:00,2019-04-17T10:00:00,20,22,Daily,Reserved
110585,2019-04-16T10:15:00,2019-04-16T12:01:46,22,22,Daily,Walk In
110586,2019-04-16T10:23:00,2019-04-16T12:38:51,38,38,Daily,Walk In
110587,2019-04-16T10:30:00,2019-04-16T18:30:00,13,15,Weekday,Reserved
110588,2019-04-16T10:30:00,2019-04-16T13:30:00,12,14,Weekday,Reserved
110589,2019-04-16T10:30:00,2019-04-16T13:30:00,10,12,Weekday,Reserved
110590,2019-04-16T10:30:00,2019-04-17T10:30:00,20,22,Weekday,Reserved
110591,2019-04-16T10:30:00,2019-04-16T18:30:00,13,15,Weekday,Reserved
110592,2019-04-16T10:30:00,2019-04-16T18:30:00,13,15,Weekday,Reserved
110593,2019-04-16T10:52:00,2019-04-16T11:32:52,0,12,Daily,Walk In
110594,2019-04-16T10:53:00,2019-04-16T12:56:02,0,38,Daily,Walk In
110595,2019-04-16T10:54:00,2019-04-16T14:34:41,0,38,Daily,Walk In
110596,2019-04-16T11:00:00,2019-04-16T14:00:00,10,12,Weekday,Reserved
110597,2019-04-16T11:00:00,2019-04-16T14:00:00,10,12,Weekday,Reserved
110598,2019-04-16T11:00:00,2019-04-16T19:00:00,14,14,Weekday,Reserved
110599,2019-04-16T11:00:00,2019-04-16T16:00:00,14,14,Weekday,Reserved
110600,2019-04-16T11:10:00,2019-04-16T11:45:42,0,12,Daily,Walk In
110601,2019-04-16T11:10:00,2019-04-16T11:34:32,12,12,Daily,Walk In
110602,2019-04-16T11:24:00,2019-04-16T14:14:12,0,38,Daily,Walk In
110603,2019-04-16T11:25:00,2019-04-16T12:19:41,0,12,Daily,Walk In
110604,2019-04-16T11:30:00,2019-04-19T11:30:00,60,66,Daily,Reserved
110605,2019-04-16T11:30:00,2019-04-16T17:57:36,0,38,Daily,Walk In
110606,2019-04-16T11:30:00,2019-04-16T14:30:00,12,14,Weekday,Reserved
110607,2019-04-16T11:30:00,2019-04-17T11:30:00,20,22,Daily,Reserved
110608,2019-04-16T11:30:00,2019-04-16T14:30:00,10,12,Weekday,Reserved
110609,2019-04-16T11:34:00,2019-04-16T12:00:41,0,12,Daily,Walk In
110610,2019-04-16T12:00:00,2019-04-16T20:00:00,14,16,Weekday,Reserved
110611,2019-04-16T12:00:00,2019-04-16T20:00:00,14,16,Weekday,Reserved
110612,2019-04-16T12:00:00,2019-04-16T20:00:00,18,20,Weekday,Reserved
110613,2019-04-16T12:00:00,2019-04-16T20:00:00,13,15,Weekday,Reserved
110614,2019-04-16T12:30:00,2019-04-16T20:30:00,13,15,Weekday,Reserved
110615,2019-04-16T12:59:00,2019-04-16T13:37:52,12,12,Daily,Walk In
110616,2019-04-16T13:00:00,2019-04-16T21:00:00,13,15,Weekday,Reserved
110617,2019-04-16T13:00:00,2019-04-16T16:00:00,10,12,Weekday,Reserved
110618,2019-04-16T13:00:00,2019-04-16T21:00:00,18,20,Weekday,Reserved
110619,2019-04-16T13:06:00,2019-04-16T14:17:51,0,22,Daily,Walk In
110620,2019-04-16T13:30:00,2019-04-16T16:30:00,10,12,Weekday,Reserved
110621,2019-04-16T13:30:00,2019-04-16T21:30:00,14,16,Weekday,Reserved
110622,2019-04-16T13:30:00,2019-04-16T21:30:00,13,15,Weekday,Reserved
110623,2019-04-16T14:00:00,2019-04-18T14:00:00,40,44,Daily,Reserved
110624,2019-04-16T14:00:00,2019-04-16T17:00:00,12,14,Weekday,Reserved
110625,2019-04-16T14:08:00,2019-04-16T18:49:41,0,38,Daily,Walk In
110626,2019-04-16T14:30:00,2019-04-16T17:30:00,10,12,Weekday,Reserved
110627,2019-04-16T14:30:00,2019-04-16T22:30:00,13,15,Weekday,Reserved
110628,2019-04-16T15:00:00,2019-04-16T18:00:00,10,12,Weekday,Reserved
110629,2019-04-16T15:15:00,2019-04-16T18:00:00,10,10,Weekday,Reserved
110630,2019-04-16T15:30:00,2019-04-16T18:30:00,10,12,Weekday,Reserved
110631,2019-04-16T15:30:00,2019-04-16T23:30:00,14,16,Weekday,Reserved
110632,2019-04-16T15:55:00,2019-04-17T07:08:26,0,38,Daily,Walk In
110633,2019-04-16T15:55:00,2019-04-17T07:16:56,0,38,Daily,Walk In
110634,2019-04-16T15:56:00,2019-04-17T07:47:02,0,38,Daily,Walk In
110635,2019-04-16T15:56:00,2019-04-17T18:12:12,0,76,Daily,Walk In
110636,2019-04-16T15:58:00,2019-04-16T17:48:42,0,22,Daily,Walk In
110637,2019-04-16T16:01:00,2019-04-17T09:10:16,0,38,Daily,Walk In
110638,2019-04-16T17:00:00,2019-04-17T01:00:00,10.5,12.5,Evening,Reserved
110639,2019-04-16T17:30:00,2019-04-17T01:30:00,18,20,Weekday,Reserved
110640,2019-04-16T17:30:00,2019-04-17T08:00:00,14,16,Evening,Reserved
110641,2019-04-16T18:00:00,2019-04-16T21:00:00,10,12,Weekday,Reserved
110642,2019-04-16T18:24:00,2019-04-18T09:19:11,70,70,Daily,Walk In
110643,2019-04-16T18:30:00,2019-04-16T21:30:00,12,14,Weekday,Reserved
110644,2019-04-16T18:55:00,2019-04-17T10:54:21,0,38,Daily,Walk In
110645,2019-04-16T19:00:00,2019-04-16T22:00:00,10,12,Weekday,Reserved
110646,2019-04-16T19:30:00,2019-04-17T19:30:00,20,22,Daily,Reserved
110647,2019-04-16T20:13:00,2019-04-16T21:22:11,10,10,Daily,Walk In
110648,2019-04-16T22:00:00,2019-04-17T22:00:00,20,22,Daily,Reserved
110649,2019-04-17T06:01:00,2019-04-17T22:23:56,21,38,Underground Rate,Walk In
110650,2019-04-17T06:27:00,2019-04-17T15:23:02,0,38,Daily,Walk In
110651,2019-04-17T07:01:00,2019-04-17T17:08:46,21,38,Underground Rate,Walk In
110652,2019-04-17T07:27:00,2019-04-17T19:11:01,21,38,Underground Rate,Walk In
110653,2019-04-17T07:48:00,2019-04-17T17:08:12,21,38,Underground Rate,Walk In
110654,2019-04-17T07:57:00,2019-04-17T11:18:06,0,38,Daily,Walk In
110655,2019-04-17T07:59:00,2019-04-17T17:38:22,21,38,Underground Rate,Walk In
110656,2019-04-17T08:02:00,2019-04-17T13:51:42,0,38,Daily,Walk In
110657,2019-04-17T08:32:00,2019-04-18T00:41:12,38,38,Daily,Walk In
110658,2019-04-17T08:47:00,2019-04-17T16:31:31,21,38,Underground Rate,Walk In
110659,2019-04-17T08:54:00,2019-04-17T21:14:41,21,38,Underground Rate,Walk In
110660,2019-04-17T09:00:00,2019-04-18T09:00:00,20,22,Weekday,Reserved
110661,2019-04-17T09:00:00,2019-04-17T12:00:00,10,12,Weekday,Reserved
110662,2019-04-17T09:00:00,2019-04-17T17:00:00,13,15,Weekday,Reserved
110663,2019-04-17T09:03:00,2019-04-17T09:33:26,0,12,Daily,Walk In
110664,2019-04-17T09:29:00,2019-04-17T18:10:16,21,38,Underground Rate,Walk In
110665,2019-04-17T09:30:00,2019-04-17T12:30:00,10,12,Weekday,Reserved
110666,2019-04-17T09:40:00,2019-04-17T13:10:52,38,38,Daily,Walk In
110667,2019-04-17T10:00:00,2019-04-18T10:00:00,20,22,Weekday,Reserved
110668,2019-04-17T10:00:00,2019-04-17T13:00:00,10,12,Weekday,Reserved
110669,2019-04-17T10:00:00,2019-04-17T18:00:00,13,15,Weekday,Reserved
110670,2019-04-17T10:00:00,2019-04-17T18:00:00,13,15,Weekday,Reserved
110671,2019-04-17T10:00:00,2019-04-17T13:00:00,10,12,Weekday,Reserved
